PC1,PC2,PC3,action
2.3167300520011143,-2.1942786498224347,0.07170957407491207,7.0
2.3083778510928763,-2.1749539935863087,0.09490995532578489,7.0
2.3045180222840127,-2.0851326507436614,0.10471016317641937,7.0
2.311678656391364,-2.141247201230689,0.09521785515284115,7.0
2.3109459880495047,-2.038180087574853,0.06143387207642548,7.0
2.3184010164210616,-2.103587176523412,0.07051577155941557,7.0
2.3312277456868857,-2.1744621923287344,0.043488644307596136,7.0
2.316971983819486,-2.1168319320981155,0.07351788350547256,7.0
2.316941665766146,-2.0625780556161466,0.07287621949702433,7.0
2.320364298423261,-2.09557298866126,0.045936569378113135,7.0
2.3363000476989484,-2.1338012936923043,0.030864799974094193,7.0
2.3281720364379836,-2.0925860724883965,0.06052523211212807,7.0
2.3265180622920187,-2.114932265265967,0.060505920636905575,7.0
2.3418328499084167,-1.8886731592095742,0.47479777567501735,7.0
2.3555757520460974,-1.8747372013204373,0.39509546757085057,7.0
2.364354683216379,-1.8493926196747097,0.3174113207930588,7.0
2.362191643456553,-1.5835869632020887,0.1888611442024671,7.0
2.3500888145302508,-1.948524907173912,0.34769932683726046,7.0
2.357698718150262,-1.9619675644647527,0.3783042704941243,7.0
2.34971833461288,-1.8756855086787354,0.34400447943673407,7.0
2.3555205545323883,-1.78152035409735,0.21505566909194387,7.0
2.349022414752783,-1.7329359856116477,0.2355495261167033,7.0
2.3397301825064005,-1.6989379547432915,0.3121033616618741,7.0
2.346681988074444,-1.6867584372875908,0.2435909328999668,7.0
2.3624393270806525,-2.28238875593909,0.11840237477558682,7.0
2.3631408829262153,-2.5235245173597534,0.09924835226242334,7.0
2.372106949867101,-2.5762785338179963,-0.008875979970373149,7.0
2.3554939767138334,-2.3604625875580965,0.08598519721570952,7.0
2.3485397468278704,-2.7771024579796357,0.16193974144609402,7.0
2.3408832557426846,-2.4165802825606804,0.11572209089056143,7.0
2.3519228618172754,-2.4842265748972743,0.15740503989861362,7.0
2.3723935594190166,-2.34726344628217,0.03207082357091412,7.0
2.344991868637594,-2.700930674682116,-0.046105834380822996,7.0
2.3271512199310687,-2.6575775959005234,0.24446546234257435,7.0
2.3411985817751146,-2.550899858737081,0.17762875428085262,7.0
2.340165556920466,-2.7180216974074956,0.14887504696465895,7.0
2.340971216259515,-2.685304091281955,0.14559737998425237,7.0
2.368864769527251,-2.7699730096136843,0.08169953657607532,7.0
2.343078097915301,-2.6631194638571714,0.10659198786664087,7.0
2.3351351938875444,-2.151022722532307,0.3317791148979354,7.0
2.3553491900589814,-1.9484574205616365,0.11994630375441148,7.0
2.347330275993351,-2.1855106367899317,0.16652631066776843,7.0
2.35324870442302,-2.118524192016432,0.1892889779753119,7.0
2.2939438791145372,-1.99630275837945,0.15307733831091028,7.0
2.3182944005228583,-2.090423618654608,0.12194637901571012,7.0
2.3445791339767696,-2.299373463047564,0.21867774430102394,7.0
2.365493660048606,-2.2104330453821657,0.19380060940614807,7.0
2.379350940971258,-2.3779025175348583,0.22361946281957257,7.0
2.3823284936468534,-2.1486767198631416,0.2093423081178912,7.0
2.377066737232002,-2.443870101740913,0.22375271688253168,7.0
2.3779185411489987,-2.4512187910749876,0.22608108132512822,7.0
2.3807157685488622,-2.201485503744115,0.23113159925176688,7.0
2.3869572849327545,-2.2845974816085217,0.1904607888360607,7.0
2.353590389850452,-2.242765719020632,0.150244746712614,7.0
2.353181830413762,-2.2353303931352038,0.14079621494268085,7.0
2.3341228153866798,-2.2259564732198314,0.1516242274264831,7.0
2.3517923704271038,-2.233513237824779,0.11762944039372772,7.0
2.355250896070557,-2.212042868751528,0.13695695758780285,7.0
2.3187009921668755,-2.1802894168546665,0.1211583576527781,7.0
2.2871484596686447,-2.1177908573377913,0.12964001230921518,7.0
2.3234584563520757,-2.285273471995964,0.12611475970633834,7.0
2.356640147358405,-2.222119135149269,0.23536696633312953,7.0
2.3655442740915795,-2.3651086055714376,0.19636691708104148,7.0
2.3577495566696607,-2.0751736014167825,0.22785723493369872,7.0
2.327745687992233,-2.1401402713992894,0.2987486232028792,7.0
2.321745558010866,-2.085891791910111,0.253480813421946,7.0
2.366463856155921,-2.1843915081960716,0.20292260228760745,7.0
2.378278523711608,-2.20638419480294,0.23121593084829448,7.0
2.3746545131921097,-2.3602680132744673,0.22741975115574278,7.0
2.3720624199811535,-2.3900953370524185,0.21273941577975147,7.0
2.364583946899545,-2.2533530027425623,0.06449422863369997,7.0
2.363732988124509,-2.238184559114824,0.06459778855196963,7.0
2.3601746472934826,-2.864245759632075,0.11624559132398171,7.0
2.305787497759609,-2.7923232250984977,0.12806321566563744,7.0
2.333487254219361,-2.357397406604555,0.09253806065318387,7.0
2.354534990163784,-2.3238700893440605,0.10199400588949378,7.0
2.366202816583364,-2.3448441497125057,0.07731401377241592,7.0
2.363352276802889,-2.1089031404045393,0.04512132946730274,7.0
2.3597994929627832,-2.496036698225609,0.07749840689743537,7.0
2.3480980231320485,-2.436006544861307,0.10725323883933285,7.0
2.340125427390139,-2.3711292259548635,0.11911606281483592,7.0
2.3433912665340504,-2.5060993923939563,0.12377969530349006,7.0
2.337622444764662,-2.361893610245584,0.11820676620359205,7.0
2.3416628500788663,-2.346920690650192,0.0707378207215435,7.0
2.348391039580072,-2.2819970716639375,0.07198091336775037,7.0
2.364146141068683,-2.0330552059977585,0.4413980674981407,7.0
2.3692722109507445,-2.0057785024136745,0.39326656528095927,7.0
2.36886078773016,-1.9971083592901397,0.3919817875882956,7.0
2.3639860640093016,-2.6198336700115803,0.43260831819484213,7.0
2.3724671836810307,-1.9349002563495459,0.45102811786197294,7.0
2.3710491820119515,-2.016861869916667,0.4254583686616964,7.0
2.365504198711996,-1.9077930069577107,0.4297935567518051,7.0
2.3672066888497376,-1.8429440786930535,0.41967709385852237,7.0
2.3620752571152677,-1.4482315867800608,0.3806699580104389,7.0
2.3562164124310385,-1.7951250262805476,0.3881718005761031,7.0
2.3275401070827835,-1.7613824838587484,0.4090510338073543,7.0
2.3507095380780267,-1.7568015588723287,0.38531076175557843,7.0
2.336415700893472,-2.603524508281202,0.07660553172662937,7.0
2.33856538242984,-2.5823064419487416,0.0808695392720225,7.0
2.3392174831918515,-2.547005060499833,0.10524952478494273,7.0
2.3431247187024304,-2.3024797467864015,0.19890325170718975,7.0
2.3586277979627983,-2.028459552526243,0.09576359614609675,7.0
2.375031269538516,-2.029932397930869,0.13899223346457384,7.0
2.362217394160843,-2.0174504194504976,0.15554629972023334,7.0
2.356052714347353,-1.9662466716454565,0.1684215156301785,7.0
2.363531802319642,-2.014282979579221,0.22129769485161943,7.0
2.360879216399791,-2.0070157943776668,0.24892001573297512,7.0
2.362616138352509,-1.9968150573619194,0.2464408986221806,7.0
2.3452286482566844,-2.0398300617263985,0.19610965448995168,7.0
2.3483079934370794,-1.8481218609492425,0.15744145047707853,7.0
2.351001709796673,-2.1677118264893096,0.3321782742661253,7.0
2.352224398425121,-2.428622546403542,0.15276592984236237,7.0
2.3382528259070448,-2.3410141863322327,0.19950300505923552,7.0
2.3311332192527248,-1.8227228435593164,0.31421534868381684,7.0
2.341348299166979,-2.183796421078366,0.22337369627537992,7.0
2.3423126307273545,-2.183929599369856,0.22218572377899237,7.0
2.340992652385479,-2.192762655389755,0.22653436722727713,7.0
2.3392477122492306,-2.208421522487555,0.22158704346163532,7.0
2.2845658114026124,-2.208051526776309,0.20068268106847797,7.0
2.2682323776565836,-2.1571386170539366,0.14458674463630078,7.0
2.25255533339673,-2.1645534804466973,0.12797414593486134,7.0
-3.720636968976196,1.7609678012251717,-0.31159811693271156,1.0
-3.727117228077298,1.9219800987932203,-0.29615399180030455,1.0
-3.7181489415431033,1.7781691783043403,-0.21260399305198405,1.0
-3.8032823577143473,1.4844466178844906,-0.27508997135102453,1.0
-3.7240125058871696,2.2062371861326033,-0.28031946080229486,1.0
-3.6714272847792246,1.9972955477671106,-0.19045519242443018,1.0
-3.686476667996672,1.2554344361526,-0.2915410899909655,1.0
-3.7021709427407012,1.363559226809801,-0.29528659809132873,1.0
-3.679481659839836,1.840797189517577,-0.37452995894499397,1.0
-3.710554268832571,1.699099174111936,-0.2955603574311466,1.0
-3.6987286169813327,2.0895220003082313,-0.36732047538918255,1.0
-3.7207452234965324,2.065763137388307,-0.42330984670037997,1.0
-3.6933904043744974,1.9279841452665265,-0.3286987188268059,1.0
-3.721881607616841,1.9770319403253087,-0.35808738590423195,1.0
-3.730607411916069,1.5895572407864178,-0.33871978461691143,1.0
-3.733160400801535,1.357583372625926,-0.3283856408186979,1.0
-3.7164913589184208,1.803838165444857,-0.36159696114949114,1.0
-3.719293397291346,1.5542282191050907,-0.3692742283308055,1.0
-3.73047961211456,1.5272718765959539,-0.37158659313436204,1.0
-3.709398913365604,1.6106351291015795,-0.428445391459887,1.0
-3.701308386150895,1.46065381213809,-0.3604586887787252,1.0
-3.702769058666005,1.800134593744933,-0.3204881703089606,1.0
-3.7238054815369845,1.5167044816080382,-0.32132457623291,1.0
-3.707230582110724,1.7236011318915654,-0.35902888219443985,1.0
-3.711823911880289,1.2594179868931985,-0.3320903245181368,1.0
-3.7119908879720267,1.031217394182054,-0.28747485754692015,1.0
-3.7060034225662353,1.6688167837462862,-0.3959914231305658,1.0
-3.6538284719353777,1.9954601595060468,-0.21888443486590412,1.0
-3.65757755196291,1.994901573953085,-0.20845067544972715,1.0
-3.653788657772652,1.943973824821803,-0.21192874210830667,1.0
-3.6608869703484737,1.9122654881124568,-0.19650575038632298,1.0
-3.6668110761192088,1.8058384253210464,-0.2459835430778435,1.0
-3.6490826928328173,1.9854286526001361,-0.21568347199992763,1.0
-3.6570035380957844,1.8097350758579678,-0.16568057519045518,1.0
