NOSE_X,NOSE_Y,LEFT_EYE_INNER_X,LEFT_EYE_INNER_Y,LEFT_EYE_X,LEFT_EYE_Y,LEFT_EYE_OUTER_X,LEFT_EYE_OUTER_Y,RIGHT_EYE_INNER_X,RIGHT_EYE_INNER_Y,RIGHT_EYE_X,RIGHT_EYE_Y,RIGHT_EYE_OUTER_X,RIGHT_EYE_OUTER_Y,LEFT_EAR_X,LEFT_EAR_Y,RIGHT_EAR_X,RIGHT_EAR_Y,MOUTH_LEFT_X,MOUTH_LEFT_Y,MOUTH_RIGHT_X,MOUTH_RIGHT_Y,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,LEFT_ELBOW_X,LEFT_ELBOW_Y,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,LEFT_WRIST_X,LEFT_WRIST_Y,RIGHT_WRIST_X,RIGHT_WRIST_Y,LEFT_PINKY_X,LEFT_PINKY_Y,RIGHT_PINKY_X,RIGHT_PINKY_Y,LEFT_INDEX_X,LEFT_INDEX_Y,RIGHT_INDEX_X,RIGHT_INDEX_Y,LEFT_THUMB_X,LEFT_THUMB_Y,RIGHT_THUMB_X,RIGHT_THUMB_Y,LEFT_HIP_X,LEFT_HIP_Y,RIGHT_HIP_X,RIGHT_HIP_Y,LEFT_KNEE_X,LEFT_KNEE_Y,RIGHT_KNEE_X,RIGHT_KNEE_Y,LEFT_ANKLE_X,LEFT_ANKLE_Y,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,LEFT_HEEL_X,LEFT_HEEL_Y,RIGHT_HEEL_X,RIGHT_HEEL_Y,LEFT_FOOT_INDEX_X,LEFT_FOOT_INDEX_Y,RIGHT_FOOT_INDEX_X,RIGHT_FOOT_INDEX_Y
0.5665527582168579,0.16857264935970306,0.5674930810928345,0.14682823419570923,0.570733904838562,0.14730001986026764,0.5732677578926086,0.14784617722034454,0.554265022277832,0.14638978242874146,0.5478377938270569,0.1465437263250351,0.5407987236976624,0.1468554139137268,0.5665024518966675,0.16021588444709778,0.5227166414260864,0.15645939111709595,0.5713440775871277,0.19353243708610535,0.5561603903770447,0.1916237324476242,0.5926270484924316,0.30879396200180054,0.47149309515953064,0.29613012075424194,0.6083512306213379,0.46537530422210693,0.4535084366798401,0.463661789894104,0.6758139133453369,0.4988088011741638,0.5409768223762512,0.4698793590068817,0.700419545173645,0.508516788482666,0.5672812461853027,0.4888342022895813,0.7035397291183472,0.49324753880500793,0.5796924233436584,0.4707584083080292,0.6930474638938904,0.48898208141326904,0.5770300626754761,0.46237096190452576,0.6026968955993652,0.6370399594306946,0.5251468420028687,0.641493022441864,0.57710200548172,0.8699620962142944,0.5136880874633789,0.8900458812713623,0.5454557538032532,1.0556129217147827,0.49446097016334534,1.0858234167099,0.5294941663742065,1.0820876359939575,0.48344093561172485,1.1110384464263916,0.5736621618270874,1.1309202909469604,0.5266748070716858,1.161682367324829
0.5647326111793518,0.1705121546983719,0.5655684471130371,0.14871057868003845,0.5687295198440552,0.14910577237606049,0.5712920427322388,0.14946061372756958,0.5522045493125916,0.14837884902954102,0.5458383560180664,0.14847324788570404,0.5387307405471802,0.14867201447486877,0.5646024942398071,0.16130073368549347,0.5204259157180786,0.1576845347881317,0.5693582892417908,0.19579432904720306,0.5538415312767029,0.1941864937543869,0.5886589288711548,0.3095766603946686,0.46842703223228455,0.2977900207042694,0.6047929525375366,0.4662304222583771,0.44974613189697266,0.4632589519023895,0.6759780049324036,0.49593156576156616,0.5353933572769165,0.46795639395713806,0.6999049186706543,0.5059939026832581,0.5630865097045898,0.48625755310058594,0.7022629976272583,0.4915108382701874,0.5747928619384766,0.4684430658817291,0.6926121115684509,0.48718133568763733,0.5716775059700012,0.4589645564556122,0.6005358099937439,0.6385799646377563,0.5224210023880005,0.6436628103256226,0.5788291692733765,0.8713883757591248,0.5135372877120972,0.8905690908432007,0.5461222529411316,1.057046890258789,0.497161865234375,1.0882682800292969,0.5337697267532349,1.0741864442825317,0.4878806173801422,1.111844778060913,0.5745325088500977,1.1364299058914185,0.5277283787727356,1.1698724031448364
0.559684693813324,0.17013315856456757,0.5619691014289856,0.14838886260986328,0.5659484267234802,0.1487085223197937,0.5690215826034546,0.14911092817783356,0.5481599569320679,0.14812003076076508,0.5412143468856812,0.14821729063987732,0.5342468619346619,0.1484682857990265,0.5640571713447571,0.16154582798480988,0.5172085165977478,0.15783531963825226,0.566006064414978,0.19515404105186462,0.5495651364326477,0.19355888664722443,0.5937926173210144,0.31223031878471375,0.4575262665748596,0.3010609745979309,0.6065850853919983,0.46925923228263855,0.43860602378845215,0.46458250284194946,0.6707858443260193,0.4918253719806671,0.505451500415802,0.46761980652809143,0.69692063331604,0.5040320158004761,0.526592493057251,0.48795560002326965,0.6958526372909546,0.4884653091430664,0.540260374546051,0.4682769775390625,0.686664879322052,0.48295703530311584,0.5354358553886414,0.45738762617111206,0.5924043655395508,0.6440079212188721,0.5071791410446167,0.6482430100440979,0.5791367292404175,0.8792372345924377,0.5129055380821228,0.8937222361564636,0.5547035336494446,1.0492563247680664,0.5027366876602173,1.0856947898864746,0.5434296727180481,1.0511462688446045,0.49750638008117676,1.1056878566741943,0.5697043538093567,1.1487940549850464,0.5215340852737427,1.17236328125
0.5509408116340637,0.16788117587566376,0.5533338785171509,0.14705024659633636,0.5579350590705872,0.1472105234861374,0.5618547201156616,0.14756162464618683,0.539240300655365,0.14745855331420898,0.5322499871253967,0.14797207713127136,0.5253638029098511,0.14863397181034088,0.5598697662353516,0.16117215156555176,0.50951087474823,0.15981486439704895,0.5580794811248779,0.19433143734931946,0.5416021347045898,0.1933436393737793,0.5948142409324646,0.3140035569667816,0.45311659574508667,0.30288180708885193,0.6043621301651001,0.46950864791870117,0.4329516887664795,0.46769267320632935,0.6632970571517944,0.48474034667015076,0.504696249961853,0.4695158898830414,0.6900235414505005,0.49862006306648254,0.5265439748764038,0.489648699760437,0.6876640319824219,0.48182764649391174,0.5400275588035583,0.46895021200180054,0.6769343614578247,0.4759916365146637,0.5356988310813904,0.45740967988967896,0.5934003591537476,0.6493817567825317,0.5048587322235107,0.6537898182868958,0.5830875039100647,0.8943897485733032,0.5022168159484863,0.9035846590995789,0.562698483467102,1.0885754823684692,0.4991545081138611,1.1018506288528442,0.5502499341964722,1.1118042469024658,0.49651068449020386,1.120024561882019,0.5779579281806946,1.171347737312317,0.5142138600349426,1.1888213157653809
0.5656195878982544,0.1773090362548828,0.5660698413848877,0.1558317095041275,0.5688974261283875,0.15635208785533905,0.5716221928596497,0.15671242773532867,0.5541394352912903,0.15469470620155334,0.5486135482788086,0.1544783115386963,0.5428150296211243,0.15426215529441833,0.5659407377243042,0.16602769494056702,0.5285126566886902,0.16237002611160278,0.5694689750671387,0.20152805745601654,0.5551756620407104,0.19975021481513977,0.5655418038368225,0.30876192450523376,0.4851427674293518,0.29552358388900757,0.5659550428390503,0.47265759110450745,0.4872461259365082,0.4766008257865906,0.6392475366592407,0.5132463574409485,0.6131390929222107,0.4853936433792114,0.6585835814476013,0.5314471125602722,0.6411406397819519,0.5016181468963623,0.6696543097496033,0.5068222284317017,0.6515142321586609,0.4857420325279236,0.6610097885131836,0.5013766288757324,0.6390646696090698,0.47987261414527893,0.5759233236312866,0.6400333642959595,0.5354055166244507,0.642779529094696,0.5563772916793823,0.8608496189117432,0.5562023520469666,0.8766865134239197,0.5359936952590942,1.0559900999069214,0.5216094255447388,1.0946944952011108,0.5183652639389038,1.0955536365509033,0.5004469156265259,1.1288206577301025,0.5900257229804993,1.1093313694000244,0.5806714296340942,1.1540601253509521
0.5585421919822693,0.17700184881687164,0.5586134195327759,0.15339738130569458,0.5613375902175903,0.1536274403333664,0.5640656352043152,0.15389393270015717,0.5452154874801636,0.15251252055168152,0.5393779873847961,0.15224483609199524,0.5320169925689697,0.1521657556295395,0.5555940866470337,0.16158472001552582,0.5153809785842896,0.15984193980693817,0.5618495941162109,0.20085233449935913,0.5469052195549011,0.1991189867258072,0.5455823540687561,0.2955263555049896,0.4801468253135681,0.29098275303840637,0.5498502254486084,0.4658178389072418,0.48544439673423767,0.4762151539325714,0.6157301664352417,0.5185405611991882,0.6115620136260986,0.4788195490837097,0.6379527449607849,0.5320879220962524,0.6401471495628357,0.4973410665988922,0.6453266143798828,0.5166054964065552,0.6503199338912964,0.482595831155777,0.6354465484619141,0.5150501728057861,0.6376643180847168,0.4744260013103485,0.5582083463668823,0.6404980421066284,0.5314964056015015,0.6479151844978333,0.55141282081604,0.8639678359031677,0.5497573018074036,0.8882009983062744,0.5336205363273621,1.0603290796279907,0.5096051096916199,1.1000103950500488,0.515774130821228,1.0984214544296265,0.4849620461463928,1.1314553022384644,0.5936095714569092,1.100574254989624,0.5770834684371948,1.161556601524353
0.5552541017532349,0.17289061844348907,0.5568239092826843,0.1503945142030716,0.560139536857605,0.15089093148708344,0.5633779168128967,0.15160228312015533,0.5421551465988159,0.15007735788822174,0.5361067652702332,0.15029555559158325,0.5289108753204346,0.15074439346790314,0.5597492456436157,0.16248928010463715,0.513770580291748,0.15966404974460602,0.561637818813324,0.1975501924753189,0.5442010164260864,0.19653481245040894,0.5858293771743774,0.30890941619873047,0.45841899514198303,0.2957981526851654,0.603592038154602,0.47022512555122375,0.4409711956977844,0.4662061333656311,0.6746590733528137,0.491948664188385,0.5336840748786926,0.4717313051223755,0.6990658044815063,0.5033943057060242,0.5613793134689331,0.4912356734275818,0.7011229395866394,0.4886844754219055,0.5736628174781799,0.4722493588924408,0.6909617781639099,0.4838784337043762,0.5698747634887695,0.4639190137386322,0.5977289080619812,0.6377586126327515,0.5148838758468628,0.6452494859695435,0.5846450924873352,0.876794695854187,0.5166645646095276,0.8985662460327148,0.5538697838783264,1.0179847478866577,0.497443288564682,1.086086392402649,0.538292407989502,1.0122504234313965,0.4884950518608093,1.1055748462677002,0.569251298904419,1.1433374881744385,0.5239323377609253,1.169000506401062
0.5543020367622375,0.17646527290344238,0.557252824306488,0.1543496698141098,0.5609705448150635,0.15472787618637085,0.5642915964126587,0.1549692451953888,0.5424452424049377,0.15404723584651947,0.5359877943992615,0.1541687399148941,0.5291397571563721,0.1543259173631668,0.5623904466629028,0.16711285710334778,0.5130100846290588,0.16301821172237396,0.5613373517990112,0.20158831775188446,0.5438302755355835,0.20079588890075684,0.5962865948677063,0.3153349757194519,0.4549660086631775,0.3032246530056,0.6079296469688416,0.47039860486984253,0.437811940908432,0.4671296179294586,0.6694921255111694,0.4873625636100769,0.5006299018859863,0.46763357520103455,0.6932530999183655,0.4996550977230072,0.5181034803390503,0.48823219537734985,0.6931525468826294,0.4818596839904785,0.5326032042503357,0.46845757961273193,0.6843680739402771,0.4766155481338501,0.5295054912567139,0.45734933018684387,0.5970817804336548,0.6486901640892029,0.5102746486663818,0.6521056294441223,0.5846364498138428,0.893717885017395,0.510664165019989,0.9024098515510559,0.5573793649673462,1.0834239721298218,0.5085715055465698,1.096370816230774,0.5428568124771118,1.1073251962661743,0.5051713585853577,1.1146396398544312,0.5789687633514404,1.1698733568191528,0.527370274066925,1.1828291416168213
0.5633915662765503,0.17508387565612793,0.5638963580131531,0.15458346903324127,0.5670847296714783,0.15467427670955658,0.5702276229858398,0.15477465093135834,0.5514715909957886,0.15405498445034027,0.5459297895431519,0.1541721373796463,0.539953351020813,0.15410074591636658,0.5663663148880005,0.16469056904315948,0.5248891115188599,0.16174575686454773,0.5688806176185608,0.1997150033712387,0.5530122518539429,0.19913576543331146,0.5854371190071106,0.3086889386177063,0.4752328395843506,0.2971523702144623,0.5919700860977173,0.4668557047843933,0.4823409616947174,0.4702463448047638,0.6757819056510925,0.5002360343933105,0.5928012132644653,0.4772375524044037,0.7023977041244507,0.5122674107551575,0.6188662648200989,0.48880162835121155,0.7079451680183411,0.4961710572242737,0.6247718334197998,0.4713555872440338,0.6976960897445679,0.49029576778411865,0.6163570284843445,0.46776536107063293,0.5952954888343811,0.6395021080970764,0.5200453996658325,0.6435433030128479,0.5865815877914429,0.8739323019981384,0.5317262411117554,0.8962088823318481,0.5454406142234802,1.0639910697937012,0.49814170598983765,1.0969390869140625,0.5269427299499512,1.0938000679016113,0.48055726289749146,1.120370864868164,0.5849985480308533,1.1344563961029053,0.5462289452552795,1.1736539602279663
0.5679444074630737,0.17643746733665466,0.5675866007804871,0.15328410267829895,0.5703770518302917,0.1536984145641327,0.5728994011878967,0.15415523946285248,0.5566629767417908,0.15195535123348236,0.5505812168121338,0.15177501738071442,0.5451276898384094,0.15173983573913574,0.5650258660316467,0.16349348425865173,0.5294723510742188,0.1594017893075943,0.5711729526519775,0.20079272985458374,0.557384192943573,0.19871190190315247,0.568082332611084,0.30546727776527405,0.48442816734313965,0.29088395833969116,0.5756787061691284,0.4662024676799774,0.4915282726287842,0.4711328446865082,0.6454840898513794,0.498081773519516,0.6130884885787964,0.4718819558620453,0.6668720841407776,0.5135010480880737,0.6415205597877502,0.48742932081222534,0.6769561171531677,0.4986349940299988,0.6497268080711365,0.4720271825790405,0.6643320918083191,0.491342693567276,0.637873113155365,0.4651283025741577,0.5901111364364624,0.6399840712547302,0.529080867767334,0.6446654796600342,0.5821800827980042,0.8630275130271912,0.5175060033798218,0.906909704208374,0.5420149564743042,1.0648092031478882,0.49039426445961,1.1052461862564087,0.5235720872879028,1.095193862915039,0.4728570878505707,1.1306490898132324,0.5804488658905029,1.1386864185333252,0.5380734205245972,1.1792131662368774
