NOSE_X,NOSE_Y,LEFT_EAR_X,LEFT_EAR_Y,RIGHT_EAR_X,RIGHT_EAR_Y,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,LEFT_HIP_X,LEFT_HIP_Y,RIGHT_HIP_X,RIGHT_HIP_Y,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,RIGHT_WRIST_X,RIGHT_WRIST_Y,RIGHT_PINKY_X,RIGHT_PINKY_Y,RIGHT_INDEX_X,RIGHT_INDEX_Y,RIGHT_THUMB_X,RIGHT_THUMB_Y,action
-0.2509158637199778,-1.3505012472653504,-0.13749334229770277,-1.3752753385772916,-0.29596722769624695,-1.3896296255692615,0.03604445566416673,-0.9993501874797812,-0.4509762561960128,-0.9638310584765637,0.0,0.0,-0.3221711308896798,0.03564314759049367,-0.5390305746565234,-0.4184764704476055,-0.6746982175552502,-0.0712732110798429,-0.7322948980824051,0.012671017379737722,-0.7385808741036557,0.031898290927224085,-0.7021365122337955,-0.02441325049395078,ARRIERE
-0.21321068788157893,-1.4165589263361182,-0.11271338284806352,-1.4236140144144411,-0.2935336610360128,-1.4319886775596704,0.05791406331053587,-0.9983215720752825,-0.455879214641893,-0.9919017315915223,0.0,0.0,-0.34771794234041636,0.024444088775850623,-0.6060969379781747,-0.46632148793243156,-0.7818290763661337,-0.06283629387661832,-0.8458854382633353,0.0606346283004309,-0.8329730998296894,0.21938859343839892,-0.8032810248283719,0.022061116357039844,ARRIERE
-0.20635928832627506,-1.417917788957074,-0.09972611818093709,-1.415680018404046,-0.2874142564663182,-1.4180821647679225,0.07533612780237207,-0.9971581959988819,-0.4297454083720281,-0.9743734957742038,0.0,0.0,-0.34239616784531696,0.005737887577326314,-0.572872062639811,-0.43264777819890987,-0.7110266404069951,-0.036108150994713054,-0.7646962529950395,0.07169026204718221,-0.7647060567213327,0.17966999734108985,-0.7338765120693174,0.04133194983899093,ARRIERE
-0.1873720516694419,-1.4321374674679481,-0.08152229438547672,-1.4270115355272277,-0.2803228990046954,-1.4453467604993437,0.07790682620228627,-0.9969606443742335,-0.43022495928850135,-0.9552277128223402,0.0,0.0,-0.3507757280179478,0.027001887232105816,-0.5650026888580577,-0.43251570363690073,-0.6565899064010805,-0.004328455877303505,-0.7056605975901514,0.09398872379000933,-0.6918261194451362,0.20627938634410292,-0.6524896027433296,0.06417504057209247,ARRIERE
-0.176717548679593,-1.3620824316939881,-0.08992017466367434,-1.3928087378941916,-0.2656309926892288,-1.3795039504103348,0.0754313287363974,-0.9971509989189509,-0.41517160072756987,-0.9859085835770973,0.0,0.0,-0.2935559568927331,0.01638221552822559,-0.6726215800162834,-0.6263877296902935,-0.6919854832331085,-0.18067890996516578,-0.713492201303904,-0.0342090697725317,-0.6766316440045739,0.12897537148781515,-0.6558579640490406,-0.08983359208106528,ARRIERE
-0.15144384186480464,-1.3654295817887483,-0.06699339210521907,-1.4018140211842007,-0.24047350431872871,-1.382280461732626,0.09309385968216999,-0.9956573372850102,-0.3954393841313441,-1.0114494036105512,0.0,0.0,-0.2936126935834913,-0.006733714546723312,-0.6383180352598022,-0.6490453731174808,-0.6567778776025232,-0.22204766856605204,-0.6719485042238511,-0.09093116347073836,-0.633248902323952,0.025449835468633518,-0.6137171353884193,-0.14286721596845178,ARRIERE
-0.18248586929994387,-1.3456915041008155,-0.09710224636621287,-1.3914055730223929,-0.26429657607582796,-1.36753300266707,0.07461253662381828,-0.9972125998895919,-0.4211822717478693,-0.9698899254229649,0.0,0.0,-0.2933834801966646,0.01244387630791387,-0.6660304917736094,-0.6272080428196366,-0.7148008680550285,-0.20786123272335516,-0.7533356609855468,-0.06767706603655112,-0.7038508429261704,0.1819016658831498,-0.6792672155757438,-0.11691908907507746,ARRIERE
-0.18954835051653451,-1.3448843769009837,-0.10763506688565444,-1.3978819682349075,-0.27654072558066595,-1.3751501653809406,0.05374093438256752,-0.9985549118459579,-0.41928111158660053,-0.9878067853629215,0.0,0.0,-0.2874914721797376,0.020922917555771373,-0.5912016126638704,-0.5235406863752656,-0.8135568072139172,-0.1416337761918806,-0.8671650772582163,-0.007368406842642315,-0.858968977810429,0.2574282031600206,-0.8352142101083418,-0.05040942886814515,ARRIERE
-0.17251732367877642,-1.374503305082967,-0.08996931530383852,-1.4188512465113652,-0.26884999274679167,-1.4082364363955793,0.06379489654620107,-0.9979630309659068,-0.4258574183530329,-0.9914002335869327,0.0,0.0,-0.3027197279021015,0.028312975467459197,-0.5919381253116445,-0.4954189413857711,-0.8378493963378497,-0.10701502943323507,-0.9077633031643702,0.02327697408236578,-0.9065017972450468,0.2997455124685712,-0.8788665291762104,-0.01290550522121694,ARRIERE
-0.1577350467629704,-1.389023228152644,-0.07417176714602161,-1.4209227088119996,-0.2514903918344874,-1.4072306602797788,0.09990217253961611,-0.9949972642785831,-0.3964477561625379,-1.0054063836599287,0.0,0.0,-0.2926044138470041,0.010923852518162911,-0.6556507791419014,-0.6314237548853625,-0.7176191696050477,-0.17346589450490715,-0.7632150196498889,-0.026962492105440744,-0.7253063352955749,0.1775740146963384,-0.6989289051088173,-0.0711300703135977,ARRIERE
-0.15518793460571145,-1.3539786591114538,-0.06763215368091406,-1.386096891878096,-0.24209138476147748,-1.3646142581399217,0.10755516270960051,-0.994199118373433,-0.3781564212804673,-0.9886135933454715,0.0,0.0,-0.28927264861478763,0.007711775669236367,-0.6090579088417831,-0.6227531038607927,-0.6391513087311718,-0.1873219495683786,-0.6682222053001264,-0.041864447867234277,-0.6337997261683455,0.19166026940090736,-0.6054065033730537,-0.08747728165413415,ARRIERE
-0.2099977971882151,-1.3346292562234605,-0.11139241470650121,-1.3778095961537484,-0.27288982714093657,-1.3434707931752647,0.07952808535753537,-0.9968326256896715,-0.378154012139067,-0.9661583874569655,0.0,0.0,-0.28565069101421914,0.023525537628517057,-0.5968523121382768,-0.5765791403129042,-0.6236339132717814,-0.13069479757876779,-0.6500509589287071,-0.0059872429739954505,-0.6075993507001061,0.1071827233774742,-0.5832486566833789,-0.053864327935049465,ARRIERE
-0.1816428086874595,-1.3442707192468168,-0.09429540546326785,-1.382562893250756,-0.2653192814634359,-1.351653853327815,0.09085133455147641,-0.9958644661851409,-0.383147074469687,-0.9766603298312043,0.0,0.0,-0.2871040880228925,0.00941276437892738,-0.6126456164083418,-0.5792909734912729,-0.6399887675675796,-0.1372570731522185,-0.6652780773691185,0.0025608438258659543,-0.6287121328629252,0.05508778650646583,-0.6015131995518426,-0.054041373064927956,ARRIERE
